formula_pretty,formation_energy_per_atom,volume_per_atom,mean MeltingT,mean CovalentRadius,range Electronegativity,mean Electronegativity,mean NpValence,mean NdValence,range Polarizability,mean Polarizability
Ni3Sn,-0.18520411,12.54246119,1422.27,127.75,0.05,1.9225,0.5,8.5,0.26,6.865
Li7Sn3,-0.393682952,18.02812704,469.107,131.3,0.98,1.274,0.6,3,17.275,19.1525
Mg9Sn5,-0.158962287,24.49013809,773.7428571,140.2857143,0.65,1.542142857,0.714285714,3.571428571,3.706666667,9.442857143
Ca36Sn23,-0.65351534,31.06325208,877.2345763,161.5762712,0.96,1.374237288,0.779661017,3.898305085,18.67333333,18.45389831
Sn7Ir5,-0.290346464,20.02861196,1435.88,139.8333333,0.24,2.06,1.166666667,8.75,0.54,7.285
Sn4Rh,-0.267474396,23.394255,851.464,139.6,0.32,2.024,1.6,9.6,1.54,7.368
Mg149Sn,-0.000465857,22.7890679,920.2138667,140.9866667,0.65,1.314333333,0.013333333,0.066666667,3.706666667,10.74195556
Sr5Sn3,-0.737352022,38.13339987,845.655,174,1.01,1.32875,0.75,3.75,18.49,18.61625
Li13Sn5,-0.393011883,17.78880636,467.965,131.0555556,0.98,1.252222222,0.555555556,2.777777778,17.275,19.53638889
Li2Sn5,-0.181562785,23.51108756,490.3971429,135.8571429,0.98,1.68,1.428571429,7.142857143,17.275,11.99571429
Ni7Sn8,-0.227432517,17.53972389,1075.776,132,0.05,1.936666667,1.066666667,9.066666667,0.26,6.938666667
Sn13Pd20,-0.509645408,18.03909067,1306.88,139,0.24,2.105454545,0.787878788,10,2.26,5.69030303
Mg9Sn5,-0.155845642,23.89327051,773.7428571,140.2857143,0.65,1.542142857,0.714285714,3.571428571,3.706666667,9.442857143
Sn9Pd13,-0.505794153,18.15267801,1286.835,139,0.24,2.101818182,0.818181818,10,2.26,5.724545455
Sn2Pd,-0.32752125,21.93540114,946.07,139,0.24,2.04,1.333333333,10,2.26,6.306666667
Ni3Sn,-0.178379371,12.53580814,1422.27,127.75,0.05,1.9225,0.5,8.5,0.26,6.865
Ca5Sn3,-0.64570988,32.15847096,886.28,162.125,0.96,1.36,0.75,3.75,18.67333333,18.73083333
NiSn,-0.232733852,16.86429516,1116.54,131.5,0.05,1.935,1,9,0.26,6.93
Mg3Sn,-0.11613797,21.96891211,818.52,140.5,0.65,1.4725,0.5,2.5,3.706666667,9.84
CuSn,0.009223705,18.61628941,931.425,135.5,0.06,1.93,1,10,0.91,6.605
Li22Sn5,-0.330998846,17.76606875,463.2066667,130.037037,0.98,1.161481481,0.37037037,1.851851852,17.275,21.13592593
Ca2Sn,-0.636316253,36.02194041,911.6933333,163.6666667,0.96,1.32,0.666666667,3.333333333,18.67333333,19.50888889
Sn,0,35.44875317,505.08,139,0,1.96,2,10,0,7.06
Sn,0.041698341,39.80791025,505.08,139,0,1.96,2,10,0,7.06
Sn,0.061407005,28.67322795,505.08,139,0,1.96,2,10,0,7.06
Sn,0.065968105,27.8724643,505.08,139,0,1.96,2,10,0,7.06
Sn,0.096486717,28.58548491,505.08,139,0,1.96,2,10,0,7.06
Sn,0.12017831,27.65009506,505.08,139,0,1.96,2,10,0,7.06
Sn,0.22838304,27.35344554,505.08,139,0,1.96,2,10,0,7.06
Sn,0.2367722,27.36253414,505.08,139,0,1.96,2,10,0,7.06
Sn,0.24906496,27.20496835,505.08,139,0,1.96,2,10,0,7.06
CdIn2SnAu2,-0.24831126,24.9414798,772.2433333,139.8333333,0.85,2.048333333,0.666666667,10,3.85,7.546666667
Ca4Ni,0.217337325,36.70803437,1237.6,165.6,0.91,1.182,0,1.6,18.93333333,21.94666667
NiBi,0.302735723,20.23638084,1136.2,136,0.11,1.965,1.5,9,6.4,3.6
In3Ni,0.195281764,21.05305102,754.3125,137.5,0.13,1.8125,0.75,9.5,2.85,8.9375
In3Ni,0.202421967,21.6262218,754.3125,137.5,0.13,1.8125,0.75,9.5,2.85,8.9375
Sr3Ni,0.37619355,36.13598182,1219.5,177.25,0.96,1.19,0,2,18.75,20.8625
InNi3,0.27620717,13.73898624,1403.4375,128.5,0.13,1.8775,0.25,8.5,2.85,7.5125
CdNi,0.395942547,18.58051115,1161.11,134,0.22,1.8,0,9,0.52,7.06
Na3Ni,0.416753908,24.16592265,710.1525,155.5,0.98,1.175,0,2,17.31,19.7825
Na3Ni,0.419549608,23.85229978,710.1525,155.5,0.98,1.175,0,2,17.31,19.7825
NaNi3,0.516444563,12.69644298,1388.7175,134.5,0.98,1.665,0,6,17.31,11.1275
NaNi3,0.517466558,12.74725435,1388.7175,134.5,0.98,1.665,0,6,17.31,11.1275
InCuPt2,-0.428128962,15.47284124,1467.58,136.5,0.5,2.06,0.25,9.5,3.5,7.2
GaCuPd2,-0.479113785,13.73268913,1329.195,133,0.39,2.0275,0.25,10,3.32,5.9675
HgPd,-0.166715511,17.68880094,1031.185,135.5,0.2,2.1,0,10,0.56,5.08
Ca2Hg,-0.443231067,31.46797974,821.44,161.3333333,1,1.333333333,0,3.333333333,20.37333333,18.94222222
HgPd3,-0.135616336,16.24210917,1429.6175,137.25,0.2,2.15,0,10,0.56,4.94
Mg3Hg,-0.132027453,20.57402117,750.83,138.75,0.69,1.4825,0,2.5,5.406666667,9.415
SrHg,-0.525794336,31.12011635,642.16,163.5,1.05,1.475,0,5,20.19,15.455
LiHg3,-0.200812466,21.71980034,289.1625,131,1.02,1.745,0,7.5,18.975,10.10375
CaHg,-0.592781649,26.46549408,674.66,154,1,1.5,0,5,20.37333333,15.54666667
CaHg2,-0.517722782,25.3354904,527.88,146.6666667,1,1.666666667,0,6.666666667,20.37333333,12.15111111
Li3Hg,-0.295252722,16.97718864,398.8475,129,1.02,1.235,0,2.5,18.975,19.59125
Sr3Hg2,-0.442384969,36.50052893,723.728,169.8,1.05,1.37,0,4,20.19,17.474
Mg5Hg3,-0.197143893,21.5001925,664.745,137.625,0.69,1.56875,0,3.75,5.406666667,8.739166667
Hg2Rh,-0.016613125,21.4728674,901.88,135.3333333,0.28,2.093333333,0,9.333333333,3.24,6.44
LiHg,-0.376031632,17.99026537,344.005,130,1.02,1.49,0,5,18.975,14.8475
NaHg,-0.270936999,24.96463512,302.595,149,1.07,1.465,0,5,18.75,14.735
Ca3Hg2,-0.505499445,30.32650706,762.728,158.4,1,1.4,0,4,20.37333333,17.584
Na3Hg2,-0.231263537,27.29295297,316.25,152.4,1.07,1.358,0,4,18.75,16.61
SrHg2,-0.486362488,28.81983303,506.2133333,153,1.05,1.65,0,6.666666667,20.19,12.09
NaHg2,-0.264172992,24.53255497,279.8366667,143.3333333,1.07,1.643333333,0,6.666666667,18.75,11.61
SrHg3,-0.420497293,27.34247919,438.24,147.75,1.05,1.7375,0,7.5,20.19,10.4075
Na8Hg3,-0.165423601,28.45978311,333.6290909,156.7272727,1.07,1.221818182,0,2.727272727,18.75,18.99636364
MgHg,-0.197228514,20.47937896,578.66,136.5,0.69,1.655,0,5,5.406666667,8.063333333
InHg,-0.010396109,25.65079989,332.035,137,0.22,1.89,0.5,10,4.29,7.505
Ca5Sn3,-0.64570988,32.15847096,886.28,162.125,0.96,1.36,0.75,3.75,18.67333333,18.73083333
Ca5Hg3,-0.473387673,30.78715602,784.745,159.5,1,1.375,0,3.75,20.37333333,18.09333333
CaMg149,0.008488082,22.55337784,924.28,141.2333333,0.31,1.307933333,0,0,14.96666667,10.86644444
Ca2Sn,-0.636316253,36.02194041,911.6933333,163.6666667,0.96,1.32,0.666666667,3.333333333,18.67333333,19.50888889
Ca7Sn6,-0.639667736,31.04033807,833.4984615,158.9230769,0.96,1.443076923,0.923076923,4.615384615,18.67333333,17.11487179
Ca2Mg,-0.045340511,35.04703066,1051,164.3333333,0.31,1.103333333,0,0,14.96666667,20.74444444
Ca2Pb,-0.536801102,36.62679425,943.5366667,166,1.33,1.443333333,0.666666667,3.333333333,18.73833333,19.48722222
Ca3Zn,-0.119407757,34.45730751,1009.42,162.5,0.65,1.1625,0,2.5,19.91666667,20.75416667
Ca2Mg,-0.043244355,35.39403437,1051,164.3333333,0.31,1.103333333,0,0,14.96666667,20.74444444
CaMg,-0.072546633,31.22803957,1019,158.5,0.31,1.155,0,0,14.96666667,18.25
CaGa2,-0.57802759,22.90743122,573.6066667,140,0.81,1.54,0.666666667,6.666666667,17.61333333,13.99111111
Ca2Mg,-0.041463138,35.32008198,1051,164.3333333,0.31,1.103333333,0,0,14.96666667,20.74444444
CaMg,-0.07051539,31.38101863,1019,158.5,0.31,1.155,0,0,14.96666667,18.25
CaIn,-0.56276823,28.38605275,772.375,159,0.78,1.39,0.5,5,16.08333333,17.69166667
Ca5Pb3,-0.521520382,33.31024007,922.10375,164.75,1.33,1.49875,0.75,3.75,18.73833333,18.70645833
CaMg,-0.064911841,30.72175926,1019,158.5,0.31,1.155,0,0,14.96666667,18.25
CaMg,-0.063984678,31.31724885,1019,158.5,0.31,1.155,0,0,14.96666667,18.25
Ca2Mg,-0.033930892,35.47131845,1051,164.3333333,0.31,1.103333333,0,0,14.96666667,20.74444444
CaZn2,-0.277660931,19.57130594,833.4533333,140,0.65,1.433333333,0,6.666666667,19.91666667,12.45555556
CaZn,-0.221334727,24.28726777,903.84,149,0.65,1.325,0,5,19.91666667,15.775
Ca5Mg,-0.001449811,39.59511545,1083,170.1666667,0.31,1.051666667,0,0,14.96666667,23.23888889
Ca5Pt3,-0.843486112,24.33236593,1462.4,161,1.28,1.48,0,3.375,19.23333333,18.52083333
SrCa3,0.030013997,46.52438777,1098.75,180.75,0.05,0.9875,0,0,0.183333333,25.6875
SrCa3,0.031311877,46.70799266,1098.75,180.75,0.05,0.9875,0,0,0.183333333,25.6875
Ca4Hg9,-0.45598678,26.48148111,505.2984615,145.5384615,1,1.692307692,0,6.923076923,20.37333333,11.62871795
Ca2Mg,-0.023561929,35.40909871,1051,164.3333333,0.31,1.103333333,0,0,14.96666667,20.74444444
SrCa,0.036421207,47.56536532,1082.5,185.5,0.05,0.975,0,0,0.183333333,25.64166667
Ca3Ag8,-0.211443,22.25035993,1202.221818,153.4545455,0.93,1.676363636,0,7.272727273,18.74333333,12.10181818
Ca2Mg,-0.021840377,35.56599619,1051,164.3333333,0.31,1.103333333,0,0,14.96666667,20.74444444
Ca2Mg,-0.020063891,34.36319384,1051,164.3333333,0.31,1.103333333,0,0,14.96666667,20.74444444
SrCa3,0.03869835,46.10764455,1098.75,180.75,0.05,0.9875,0,0,0.183333333,25.6875
Ca5Pb3,-0.50458427,33.76118872,922.10375,164.75,1.33,1.49875,0.75,3.75,18.73833333,18.70645833
Sr3Ca,0.039014965,53.69687934,1066.25,190.25,0.05,0.9625,0,0,0.183333333,25.59583333
SrCa,0.04012403,49.94496986,1082.5,185.5,0.05,0.975,0,0,0.183333333,25.64166667
Ca14Hg51,-0.32311952,25.91512517,424.0049231,141.4769231,1,1.784615385,0,7.846153846,20.37333333,9.748102564
CaMg3,-0.046353166,25.7726369,971,149.75,0.31,1.2325,0,0,14.96666667,14.50833333
Ca2Mg,-0.01652075,35.34461787,1051,164.3333333,0.31,1.103333333,0,0,14.96666667,20.74444444
Ca3Pb,-0.37093258,32.19418189,986.4025,168.5,1.33,1.3325,0.5,2.5,18.73833333,21.04875
Ca3Mg,-0.000603741,36.98407402,1067,167.25,0.31,1.0775,0,0,14.96666667,21.99166667
Ca3Mg,0.000296642,36.81140058,1067,167.25,0.31,1.0775,0,0,14.96666667,21.99166667
Sr3Ca,0.04450789,53.35043113,1066.25,190.25,0.05,0.9625,0,0,0.183333333,25.59583333
CaMg15,0.022977441,23.60348331,935,143.1875,0.31,1.290625,0,0,14.96666667,11.70208333
Ca2Mg,-0.012245072,34.78449078,1051,164.3333333,0.31,1.103333333,0,0,14.96666667,20.74444444
CaMg,-0.041596899,31.46778434,1019,158.5,0.31,1.155,0,0,14.96666667,18.25
CaMg3,-0.041096353,26.16876103,971,149.75,0.31,1.2325,0,0,14.96666667,14.50833333
CaMg5,-0.011666051,25.49173872,955,146.8333333,0.31,1.258333333,0,0,14.96666667,13.26111111
Mg7GaAg12,-0.167561486,18.1733348,1079.1535,142.45,0.62,1.707,0.05,6.5,3.776666667,8.368333333
Na17In12Ga29,-0.124713143,23.00623561,349.072069,139.0344828,0.88,1.545862069,0.706896552,7.068965517,15.99,13.12327586
AlGaIr2,-0.750868002,13.64052039,1678.595,131.25,0.59,1.955,0.5,6,1.32,7.53
Mg2GaPd,-0.415764392,16.81187782,994.24,135.75,0.89,1.6575,0.25,5,5.966666667,8.613333333
LiCd2Ni,-0.110278377,15.6097752,842.5325,135,0.93,1.5675,0,7,17.535,11.44375
InNi2Au,-0.072453102,14.37427028,1305.77,131.5,0.76,2.035,0.25,9,3.85,7.2625
Al2NiPt,-0.79317686,13.45330991,1409.085,125.5,0.67,1.8525,0.5,4.25,0.3,6.725
Mg16Al12Cu,0.000283864,19.98484247,942.3244828,132.4137931,0.59,1.454482759,0.413793103,0.344827586,4.616666667,8.966091954
Sr3(Cu2Sn)4,-0.262664359,20.26465506,1068.832,146.4666667,1.01,1.726,0.533333333,8,19.4,10.27266667
CuRh2Pb,-0.034997475,15.40288388,1608.095,140.5,0.43,2.1975,0.5,9,2.45,7.58625
SrCuBi,-0.613110853,28.23984931,984.0566667,158.3333333,1.07,1.623333333,1,6.666666667,25.15,10.7
CaMgCd,-0.216574274,26.08390888,877.4066667,153.6666667,0.69,1.333333333,0,3.333333333,18.41333333,14.60666667
Mg16Al12Cd,-0.008496565,20.15379814,915.9951724,132.8275862,0.38,1.447241379,0.413793103,0.344827586,3.966666667,9.006436782
Mg16Al12Ga,-0.013911659,20.01279307,905.95,132.0689655,0.5,1.45137931,0.448275862,0.344827586,3.966666667,9.034022989
Sr(MgIn)2,-0.256887987,28.08550887,751.1,152.2,0.83,1.426,0.4,4,15.9,13.27666667
Mg6CdIn,-0.054545053,21.74639607,820.24625,141.5,0.47,1.41625,0.125,2.5,3.446666667,10.19625
Li(Mg4Al3)4,-0.012299706,20.07425963,911.1493103,132.2758621,0.63,1.422758621,0.413793103,0,17.535,9.59316092
Mg2AgPd,-0.472075045,17.29437302,1227.245,141.5,0.89,1.6875,0,5,5.966666667,8.330833333
Ca3Mg2Ni13,-0.167422948,13.96736015,1536.388889,134.5555556,0.91,1.691666667,0,5.777777778,18.93333333,10.3962963
Mg17Al11Cd,-0.006456784,20.41235201,915.6341379,133.5172414,0.38,1.436896552,0.379310345,0.344827586,3.966666667,9.143218391
Na(Mg4Al3)4,0.000373,20.50548263,908.2934483,133.5862069,0.68,1.421034483,0.413793103,0,17.31,9.585402299
Li2BiAu,-0.471929845,19.7651693,697.2775,135,1.56,1.63,0.75,5,23.935,13.7175
LiPdAu2,-0.354512704,15.86687869,1239.1,134.75,1.56,2.065,0,7.5,19.535,10.18375
LiCa2Ir,-0.233017547,21.89401557,1355.6725,155.25,1.22,1.295,0,1.75,18.13333333,20.85041667
LiAlNi2,-0.368700582,11.14680002,1210.79,124.25,0.93,1.6025,0.25,4,17.535,11.18375
Li2CaAl,-0.128653398,21.1937847,738.9625,138.25,0.63,1.1425,0.25,0,18.93333333,20.30083333
NaLi2Pb,-0.241694025,21.84390559,469.715,142,1.4,1.305,0.5,2.5,17.34,19.94375
LiCa2Hg,-0.296985879,27.93571065,729.5025,153,1.02,1.245,0,2.5,20.37333333,20.29041667
Li2TlPt,-0.434467043,15.99251566,881.445,134.25,1.3,1.465,0.25,4.75,17.835,15.68
Li2CaTl,-0.308172816,21.64363601,649.845,144.25,0.64,1.145,0.25,2.5,18.18333333,20.48833333
LiMg2Ga,-0.160652873,18.62255719,650.65,133,0.83,1.3525,0.25,2.5,16.215,13.49708333
Sr2LiCd,-0.154782603,34.31107053,786.9775,165.5,0.74,1.1425,0,2.5,18.23,20.68875
Li5TlIn,-0.306873048,18.26164967,467.8857143,132.4285714,0.8,1.185714286,0.285714286,2.857142857,16.785,19.83928571
Li2TlSn,-0.280461286,20.33880369,497.365,135,0.98,1.385,0.75,5,17.275,15.82
LiZn2Ag,-0.164231135,14.72845581,768.495,129.25,0.95,1.5525,0,7.5,18.51833333,10.73958333
NaAg2Sn,-0.089417573,20.07136249,836.4525,148.75,1.03,1.6875,0.5,7.5,17.12,11.2875
CaMg6Ga,-0.015672838,23.87287063,869.48875,143,0.81,1.33375,0.125,1.25,17.61333333,12.30666667
CaMg6Ga,-0.015647366,23.79066453,869.48875,143,0.81,1.33375,0.125,1.25,17.61333333,12.30666667
SrCaMg14,0.057867486,25.70994033,942.9375,146.5625,0.36,1.268125,0,0,14.96666667,12.62604167
CaMg6Al,0.030955725,23.96896433,948.30875,142.875,0.61,1.30875,0.125,0,18.93333333,12.14166667
CaMg14Sn,0.008800359,23.96407062,908.88,143.0625,0.96,1.33125,0.125,0.625,18.67333333,11.47041667
NaCaMg6,0.066760843,26.0943277,877.98375,148.5,0.38,1.22375,0,0,14.96666667,14.30541667
NaCaMg6,0.068453591,26.32479416,877.98375,148.5,0.38,1.22375,0,0,14.96666667,14.30541667
CaMg6Al,0.034247606,24.01774413,948.30875,142.875,0.61,1.30875,0.125,0,18.93333333,12.14166667
LiMgSnPt,-0.658418388,16.6633299,980.7925,136,1.3,1.6325,0.5,4.75,17.835,12.16541667
SrIn2Ir,-0.403157177,24.34565346,1162.125,155,1.25,1.6775,0.5,6.75,17.95,13.1125
MgZn2Ir,-0.274693571,14.44787694,1261.84,131.5,0.89,1.7025,0,6.75,4.95,7.5
Al2CuIr,-0.741981809,13.28093435,1490.9275,128.75,0.59,1.83,0.5,4.25,1.45,6.8375
LiSnIr2,-0.28443722,14.68796274,1609.1925,137.25,1.22,1.835,0.5,6,17.275,11.64875
Zn2NiIr,-0.216804807,12.73431495,1463.09,127.25,0.55,1.8525,0,8.75,1.783333333,6.508333333
Mg2GaPd,1.312883556,234.2520752,994.24,135.75,0.89,1.6575,0.25,5,5.966666667,8.613333333
ZnGaPd2,1.124218216,185.3443424,1162.9225,130.5,0.55,1.965,0.25,10,3.32,5.884166667
BiPd2Au,1.536553149,235.4642422,1384.4575,140.5,0.52,2.24,0.75,10,5.4,3.95
Ag2PdAu,1.658512416,232.9448685,1408.81,141.25,0.61,2.15,0,10,2.19,6.145
AgPd2Pb,1.550341478,253.3645267,1372.91,142.25,0.4,2.165,0.5,10,2.195,5.89625
Sr2(BiPd)3,1.16442324,122.6059261,1152.16875,156.375,1.25,1.82,1.125,7.5,25.15,8.3375
CaPd2Pb,1.238465505,230.9540801,1342.9275,150,1.33,1.9325,0.5,7.5,20.93333333,10.58208333
MgCdPd2,1.250072041,227.8640483,1293.33,140.75,0.89,1.85,0,7.5,5.966666667,6.921666667
TlCuPd2,1.618966428,226.7931189,1397.7175,138.75,0.58,1.98,0.25,10,2.75,5.825
MgPd2Pb,1.318320376,252.3574854,1294.9275,141.25,1.02,2.01,0.5,7.5,5.966666667,6.840416667
CuHgPd2,1.678191949,220.5340875,1312.0475,135.5,0.3,2.075,0,10,1.35,5.2775
Cd2PdPt,1.490152243,231.0733312,1264.4725,140.75,0.59,1.965,0,9.75,2.52,6.485
SnPd2Au,1.443995434,217.691201,1374.6275,138.25,0.58,2.225,0.5,10,2.26,5.615
Ca2PdRh,1.300305665,266.5509302,1573.7625,158.25,1.28,1.62,0,4.5,20.93333333,16.21666667
CuPdAu2,1.753634493,199.7340038,1465.12,135.75,0.64,2.295,0,10,1.35,5.6375
CdPd2Au,1.601165805,226.2795138,1396.9125,139.5,0.85,2.1575,0,10,2.52,5.68
AgSnPd2,1.524319605,218.4472951,1349.0275,140.5,0.27,2.0725,0.5,10,2.26,5.9125
CaSnPd2,1.216099199,253.6411507,1319.045,148.25,1.2,1.84,0.5,7.5,20.93333333,10.59833333
AlZnPd2,1.195476845,183.0200452,1320.5625,130.25,0.59,1.915,0.25,7.5,2,5.554166667
AlGaPd2,1.148549384,194.2697659,1223.12,130.25,0.59,1.955,0.5,7.5,3.32,6.13
MgBiPd2,1.430642809,239.3355824,1280.875,141.75,0.89,1.9325,0.75,7.5,10.36666667,5.191666667
LiAgPd2,1.70810597,211.3497328,1336.18,137.75,1.22,1.8275,0,7.5,19.535,10.23125
LiCu2Pd,1.759473418,157.9023845,1249.32,132.75,1.22,1.745,0,7.5,19.535,10.35875
In2PdRh,1.444111921,234.8927472,1231.1375,141.25,0.5,2.01,0.5,9.5,4.85,8.175
CdCuPd2,1.749445425,217.5268137,1402.0225,138.5,0.51,1.9975,0,10,2.52,5.7675
ZnAgPd2,1.667467292,209.2280305,1395.9275,136.25,0.55,1.995,0,10,2.19,5.601666667
Al2CuPd,1.418598381,122.2006529,1263.19,128.25,0.59,1.83,0.5,5,2,6.1375
Al2CuPd,1.419848051,177.0564079,1263.19,128.25,0.59,1.83,0.5,5,2,6.1375
LiPd2Au,1.704336331,199.7083453,1361.78,135.5,1.56,1.98,0,7.5,19.535,9.93375
GaCuPd2,1.546464984,177.6487233,1329.195,133,0.39,2.0275,0.25,10,3.32,5.9675
CuSnPd2,1.657765742,206.9891387,1379.7375,137.25,0.3,2.065,0.5,10,2.26,5.7025
AgPd2Au,2.014356131,213.8220452,1557.09,139.75,0.61,2.2175,0,10,2.19,5.5975
MgAgPd2,1.667733783,219.6600904,1453.5075,141,0.89,1.91,0,7.5,5.966666667,6.839166667
MgPd2Au,1.617280951,215.2898015,1479.1075,138.75,1.23,2.0625,0,7.5,5.966666667,6.541666667
InAgPd2,1.747982334,226.5103849,1330.195,141.25,0.42,2.0275,0.25,10,4.85,6.56
CuPd2Au,2.086449245,192.851402,1587.8,136.5,0.64,2.21,0,10,1.35,5.3875
Al2PdPt,1.166605031,181.2832092,1434.0975,129.25,0.67,1.925,0.5,4.75,2,6.225
NaMg14Sn,0.012057331,23.38931053,862.371875,142.4375,1.03,1.326875,0.125,0.625,17.05,11.36895833
LiMg14Sn,-0.006929491,22.67620036,867.548125,140.0625,0.98,1.33,0.125,0.625,17.275,11.38302083
Mg6CdGa,-0.020174465,21.67116035,804.39125,139,0.5,1.42,0.125,2.5,3.446666667,10.005
Mg14SnBi,-0.007037904,23.34462419,873.2175,141.3125,0.71,1.395,0.3125,1.25,10.36666667,9.887083333
NaMg14Cd,0.039737329,23.09336911,867.943125,142.75,0.76,1.31,0,0.625,16.79,11.38520833
LiCaMg14,0.020126575,23.78015856,905.668125,142.375,0.33,1.27,0,0,14.96666667,12.55010417
NaMg14Ga,0.029569708,22.74877393,849.73625,141.375,0.88,1.3175,0.0625,0.625,15.99,11.43520833
Mg6ZnCd,0.001217029,21.29736,853.1125,139,0.38,1.4,0,2.5,4.95,9.717083333
NaLiMg14,0.042805736,23.21804595,859.16,141.75,0.38,1.265625,0,0,13.56833333,12.44864583
Mg16Al12Ni,-0.009346901,19.6065809,955.0910345,132.137931,0.6,1.454827586,0.413793103,0.275862069,3.966666667,8.988505747
Mg6AlCd,0.025675181,21.73741129,883.21125,138.875,0.38,1.395,0.125,1.25,3.966666667,9.84
LiMg6Ga,-0.029260547,21.31370237,786.825,137,0.83,1.33125,0.125,1.25,16.215,12.131875
Mg6ZnCd,0.002077663,21.34110875,853.1125,139,0.38,1.4,0,2.5,4.95,9.717083333
Mg16Al12Rh,-0.046631464,19.69541982,972.6427586,132.7586207,0.97,1.467586207,0.413793103,0.275862069,3.966666667,9.050574713
Mg14AlSn,0.022368362,22.58937689,897.534375,139.625,0.65,1.369375,0.1875,0.625,3.966666667,10.28708333
Mg6CdGa,-0.016944119,21.67597856,804.39125,139,0.5,1.42,0.125,2.5,3.446666667,10.005
Mg14CdBi,0.014864865,23.40545471,878.78875,141.625,0.71,1.378125,0.1875,1.25,10.36666667,9.903333333
LiCaMg14,0.023363862,23.661066,905.668125,142.375,0.33,1.27,0,0,14.96666667,12.55010417
NaMg14Cd,0.043144039,23.0812528,867.943125,142.75,0.76,1.31,0,0.625,16.79,11.38520833
NaMg14Al,0.055016564,22.86169304,889.14625,141.3125,0.68,1.305,0.0625,0,17.31,11.35270833
CaMg14Cd,0.014674551,23.69320256,914.45125,143.375,0.69,1.314375,0,0.625,18.41333333,11.48666667
ZnCuPt2,-0.359896827,13.74050762,1533.3125,131.5,0.63,2.0275,0,9.5,0.683333333,6.241666667
Mg3(AlCu2)2,-0.203767054,15.36079859,1118.557778,132.5555556,0.59,1.638888889,0.222222222,4.444444444,4.616666667,7.833333333
Zn2CuPt,-0.343616178,13.49004471,1196.1325,128,0.63,1.87,0,9.75,0.683333333,6.070833333
NaZnBi,-0.254736327,27.01062971,535.9833333,145.3333333,1.09,1.533333333,1,6.666666667,23.71,10.10888889
Na(Mg4Al3)4,0.000373,20.50548263,908.2934483,133.5862069,0.68,1.421034483,0.413793103,0,17.31,9.585402299
Na(GaAu2)2,-0.281743709,19.24856816,903.7157143,136.2857143,1.61,2.101428571,0.285714286,8.571428571,18.31,9.078571429
Na(Mg4Al3)4,0.00195095,20.40398284,908.2934483,133.5862069,0.68,1.421034483,0.413793103,0,17.31,9.585402299
Na17In12Ga29,-0.124713143,23.00623561,349.072069,139.0344828,0.88,1.545862069,0.706896552,7.068965517,15.99,13.12327586
Na2CdHg,-0.128988431,25.06535275,392.57,152,1.07,1.3875,0,5,18.75,15.225
Sr2SnHg,-0.647137642,32.75173642,709.85,165.25,1.05,1.465,0.5,5,20.19,15.88
SrZnSn,-0.606022678,28.23505471,749.2533333,152,1.01,1.52,0.666666667,6.666666667,19.73333333,12.80888889
CaZnSn,-0.516805693,23.66455716,770.92,145.6666667,0.96,1.536666667,0.666666667,6.666666667,19.91666667,12.87
Li2InSn,-0.304122735,19.54945116,460.5525,134.25,0.98,1.425,0.75,5,17.275,16.345
LiAg2Sn,-0.230473383,18.14384355,857.1575,139.25,0.98,1.7,0.5,7.5,17.345,11.34375
Sr3(AlIn2)2,-0.337009814,29.11039659,748.4377778,155,0.83,1.465555556,0.666666667,4.444444444,18.75,14.31666667
CaIn4Ni,-0.236831371,21.26841594,760.3333333,144.6666667,0.91,1.671666667,0.666666667,8,18.93333333,11.85555556
NaInAg2,-0.08625744,19.80778561,817.62,149.5,1,1.6425,0.25,7.5,17.12,11.935
In4Bi3Pb,-0.006680403,30.73719673,494.10125,144.75,0.55,1.93875,1.875,10,9.25,5.849375
Na3In2Bi3,-0.161217847,33.41558603,450.66375,153.25,1.09,1.55125,1.375,6.25,23.71,11.60375
Mg7Ga,-0.001618809,21.37910295,845.48875,138.625,0.5,1.3725,0.125,1.25,2.646666667,10.43583333
MgGa,-0.086574766,19.47146881,612.955,131.5,0.5,1.56,0.5,5,2.646666667,9.443333333
Mg3Ga,-0.045771108,20.12282716,767.9775,136.25,0.5,1.435,0.25,2.5,2.646666667,10.105
MgGa2,-0.068415278,18.50884389,509.6066667,128.3333333,0.5,1.643333333,0.666666667,6.666666667,2.646666667,9.002222222
MgGa,-0.111131848,18.86717191,612.955,131.5,0.5,1.56,0.5,5,2.646666667,9.443333333
Mg5Ga,-0.008277472,21.01830164,819.6516667,137.8333333,0.5,1.393333333,0.166666667,1.666666667,2.646666667,10.32555556
MgGa3,-0.046929222,18.13535501,457.9325,126.75,0.5,1.685,0.75,7.5,2.646666667,8.781666667
MgGa,-0.078405451,19.17807824,612.955,131.5,0.5,1.56,0.5,5,2.646666667,9.443333333
MgGa2,-0.06444942,18.49347807,509.6066667,128.3333333,0.5,1.643333333,0.666666667,6.666666667,2.646666667,9.002222222
GaPd3,-0.443031054,14.74937732,1446.765,134.75,0.39,2.1025,0.25,10,3.32,5.63
GaPd3,-0.442253595,14.69796611,1446.765,134.75,0.39,2.1025,0.25,10,3.32,5.63
Mg5Ga,-0.005605544,21.17891897,819.6516667,137.8333333,0.5,1.393333333,0.166666667,1.666666667,2.646666667,10.32555556
